"","ANO_ELEICAO","UF","NUMERO_CANDIDATO","NOME_URNA_CANDIDATO","NUMERO_PARTIDO","DESC_SIT_TOT_TURNO","G_Index","V2","Cand_Name_Numb","MoranI","Above_avg_G","Above_avg_I","Quadrant"
"22441",2014,"SP",1092,"MARLENE MIRA",10,"SUPLENTE",0.536375033595654,584,"MARLENE MIRA - 1092",0.054308263682902,TRUE,FALSE,"Concentrated and Discontiguous"
"22442",2014,"SP",1093,"DALVA DE OLIVEIRA",10,"SUPLENTE",0.0991879409571982,118,"DALVA DE OLIVEIRA - 1093",0.00185807962529859,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22443",2014,"SP",1094,"PAULO SCALFI",10,"SUPLENTE",0.0895959825679619,768,"PAULO SCALFI - 1094",0.175968222472048,FALSE,TRUE,"Deconcentrated and Contiguous"
"22444",2014,"SP",1095,"MARCELO LOBATO",10,"SUPLENTE",0.146078244145611,725,"MARCELO LOBATO - 1095",-0.000637310472272539,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22445",2014,"SP",1096,"RICARDO BENTINHO DIAS",10,"SUPLENTE",0.118918520070124,21205,"RICARDO BENTINHO DIAS - 1096",0.337647395569438,FALSE,TRUE,"Deconcentrated and Contiguous"
"22446",2014,"SP",1097,"ROBERTO VICENTE",10,"SUPLENTE",0.264490704044874,761,"ROBERTO VICENTE - 1097",0.0358284015031409,TRUE,FALSE,"Concentrated and Discontiguous"
"22447",2014,"SP",1098,"LILI CHIARELLI",10,"SUPLENTE",0.698046045993134,606,"LILI CHIARELLI - 1098",0.127683365204081,TRUE,TRUE,"Concentrated and Contiguous"
"22448",2014,"SP",1099,"ZE CARDOSO",10,"SUPLENTE",0.362782321092101,10391,"ZE CARDOSO - 1099",0.167386153444119,TRUE,TRUE,"Concentrated and Contiguous"
"22449",2014,"SP",1100,"GUILHERME MUSSI",11,"ELEITO POR QP",0.0962366785039953,156297,"GUILHERME MUSSI - 1100",0.538044115263662,FALSE,TRUE,"Deconcentrated and Contiguous"
"22450",2014,"SP",1111,"PAULO MALUF",11,"ELEITO POR QP",0.0437320218633874,250296,"PAULO MALUF - 1111",0.0582081521379555,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22451",2014,"SP",1112,"DURVAL MORELLI",11,"SUPLENTE",0.148616849987996,1331,"DURVAL MORELLI - 1112",0.17960897062901,FALSE,TRUE,"Deconcentrated and Contiguous"
"22452",2014,"SP",1113,"GERVASIO DA HABITAÇÃO",11,"SUPLENTE",0.832754108156186,21402,"GERVASIO DA HABITAÇÃO - 1113",0.103217942100534,TRUE,FALSE,"Concentrated and Discontiguous"
"22453",2014,"SP",1120,"MARCOS NANE",11,"SUPLENTE",0.0899097625614851,16672,"MARCOS NANE - 1120",0.0674274920864003,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22454",2014,"SP",1122,"SAKAI",11,"SUPLENTE",0.674288668937713,25226,"SAKAI - 1122",0.258508900136351,TRUE,TRUE,"Concentrated and Contiguous"
"22455",2014,"SP",1125,"ANITA LIMA",11,"SUPLENTE",0.102570426758057,884,"ANITA LIMA - 1125",0.0401124454868192,FALSE,FALSE,"Deconcentrated and Discontiguous"
